vidId,frameNum,timestamp,detectedObjId,detectedObjClass,confidence,bbox info
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9959763884544373,"[515.7245483398438, 3.727221727371216, 618.2711791992188, 439.93048095703125]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9959121942520142,"[220.3434600830078, 104.6551513671875, 345.818115234375, 640.0]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9937918782234192,"[320.3821716308594, 186.35009765625, 420.8608093261719, 640.0]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9611899256706238,"[6.720324993133545, 73.604248046875, 241.3691864013672, 618.2576904296875]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9582656025886536,"[446.2947692871094, 125.49208068847656, 525.6063842773438, 523.7892456054688]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9574405550956726,"[144.3724365234375, 187.1944122314453, 256.6119689941406, 636.1386108398438]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9184339046478271,"[367.4783935546875, 147.85203552246094, 471.45245361328125, 536.7868041992188]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.8920487761497498,"[174.0807342529297, 158.6739501953125, 307.8993835449219, 635.041015625]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,64,laptop,0.8511636853218079,"[259.5827331542969, 89.0860595703125, 311.76141357421875, 143.6045379638672]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,62,toilet,0.8363699913024902,"[580.9937133789062, 370.585205078125, 638.8753662109375, 616.3504638671875]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.8114282488822937,"[197.60678100585938, 130.5733642578125, 238.25694274902344, 252.7391815185547]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.7716575860977173,"[407.50836181640625, 148.67977905273438, 495.072998046875, 551.7074584960938]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,67,keyboard,0.7428433299064636,"[578.8738403320312, 284.6788024902344, 636.8681640625, 387.5408630371094]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,62,toilet,0.7266080379486084,"[571.4598999023438, 286.8988952636719, 608.1209106445312, 394.2467956542969]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,64,laptop,0.7181337475776672,"[397.87872314453125, 75.0185775756836, 447.44464111328125, 172.9036102294922]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,64,laptop,0.5831092000007629,"[373.90771484375, 45.30802536010742, 448.81182861328125, 175.9795684814453]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.5454251766204834,"[1.621551513671875, 4.964135646820068, 149.5066375732422, 523.0673828125]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,62,toilet,0.5437559485435486,"[576.0294799804688, 287.2925109863281, 607.1314086914062, 334.2445983886719]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,1,person,0.995646059513092,"[322.8680725097656, 193.06370544433594, 423.478759765625, 638.93701171875]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,1,person,0.9942283630371094,"[517.8665161132812, 2.741284132003784, 619.9952392578125, 506.2079162597656]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,1,person,0.9929594993591309,"[226.091552734375, 107.9239501953125, 342.574951171875, 640.0]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,1,person,0.9819250106811523,"[142.57102966308594, 185.08816528320312, 263.1905517578125, 634.4891967773438]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,1,person,0.9703454375267029,"[5.274878025054932, 76.8419418334961, 247.6534423828125, 620.613037109375]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,1,person,0.965973973274231,"[448.28515625, 125.3320083618164, 534.1004028320312, 534.4986572265625]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,1,person,0.8966795206069946,"[373.59674072265625, 151.61917114257812, 481.877197265625, 556.6015625]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,62,toilet,0.8313475847244263,"[540.98095703125, 364.3926696777344, 639.1392822265625, 620.3063354492188]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,67,keyboard,0.8251263499259949,"[584.5953369140625, 282.0134582519531, 640.0, 371.7480163574219]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,1,person,0.807389497756958,"[0.844103991985321, 12.183984756469727, 156.2874298095703, 510.8990173339844]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,75,clock,0.7788641452789307,"[312.9324645996094, 420.74810791015625, 328.68878173828125, 451.60308837890625]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,365,15.223541666666666,64,laptop,0.7436423301696777,"[373.8965759277344, 34.429012298583984, 453.8132019042969, 186.3856201171875]"
